"CNTR_CODE","CNTR_NAME","CNTR_CODE_iso2","CNTR_CODE_iso3","CNTR_CODE_Eurostat","NUTS2","NAME","agr","coa.oil.gas","pro","ely.elc","ser","air.wtp.tran"
"HR","Croatia","HR","HRV","HR","HR05","Grad Zagreb",119.049204260841,204.948170642381,20986.6643365266,4043.5170120209,86934.1019767096,7685.43920516403
"HR","Croatia","HR","HRV","HR","HR06","Sjeverna Hrvatska",1420.66828826322,233.861561469894,17618.673277367,1296.54917755108,34911.1091351801,3527.12855549043
"HU","Hungary","HU","HUN","HU","HU12","Pest",3195.79556799639,496.930717091862,25428.6781367992,2610.17613783023,77671.5958679626,4518.49743648721
"HU","Hungary","HU","HUN","HU","HU31","Észak-Magyarország",4198.16400625716,569.401243870112,27543.8249905851,1485.25876048576,49821.3577197003,3266.96504782107
"HU","Hungary","HU","HUN","HU","HU21","Közép-Dunántúl",6098.57372814938,766.391646219711,36875.6834301247,1807.85584684481,62179.2168081265,4166.66702859987
"HU","Hungary","HU","HUN","HU","HU22","Nyugat-Dunántúl",6765.24111634194,748.14409463764,36022.5290581959,1777.80007420558,61247.6193371488,4110.0322511759
"HU","Hungary","HU","HUN","HU","HU23","Dél-Dunántúl",7693.64603440731,283.028495043802,14438.4719756454,1369.6597135486,42700.4548930367,2611.43919395549
"HU","Hungary","HU","HUN","HU","HU11","Budapest",830.293860288991,806.212485949287,48183.0551841698,10807.1951469758,296520.165687151,15606.5315389916
"HU","Hungary","HU","HUN","HU","HU32","Észak-Alföld",12062.1417364681,498.802596236205,25044.0174077522,2054.85692648125,65492.8644665433,4094.86848924215
"HU","Hungary","HU","HUN","HU","HU33","Dél-Alföld",12012.592855932,424.481392698307,21638.5085544283,2033.01844785768,63610.8590767335,3904.6222475006
"IE","Ireland","IE","IRL","IE","IE04","Northern and Western",5399.34267037349,361.170292475232,15854.8898310474,6520.24415762268,97001.3270195812,2134.90458217102
"IE","Ireland","IE","IRL","IE","IE05","Southern",15365.3814343971,3202.5661209807,126763.154769192,20239.1073787525,377857.65727047,10884.1346077178
"IE","Ireland","IE","IRL","IE","IE06","Eastern and Midland",5467.41600902394,907.088404066493,52017.284160662,50435.9029907071,674410.922141264,12303.3767920639
"IS","Iceland","IS","ISL","IS","IS00","Ísland",2881.32855606652,334.036251496726,13904.6319610496,2215.96300679155,52999.9823630043,7489.50394400289
"IT","Italy","IT","ITA","IT","ITC3","Liguria",4640.33851076025,4956.80501416382,34016.9538623682,11808.0548745933,202307.056382812,12063.1325805259
"IT","Italy","IT","ITA","IT","ITC4","Lombardia",37383.5210453343,56959.0527662264,357910.988215495,85782.0199975926,1553091.9103159,95659.5281419755
"IT","Italy","IT","ITA","IT","ITF3","Campania",23643.0494404705,9367.56502619861,67363.9436544433,26663.8401950275,453432.704900688,26912.8465192786
"IT","Italy","IT","ITA","IT","ITF4","Puglia",27709.1166851836,6611.56144835411,47288.357903502,18174.3007339247,313279.808160069,18749.7374670807
